,level_0,index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
1034,1034,1034,PR31642,Oregon,F,Bachelor,452527.0,32802,114,1/0/00,Personal Auto,SUV,547
1035,1035,1035,BU41599,Washington,F,Master,558176.0,62739,70,1/0/00,Personal Auto,Two-Door Car,239
1036,1036,1036,TK30357,California,F,Bachelor,1413434.0,90844,118,1/0/00,Personal Auto,SUV,232
1037,1037,1037,NF31087,Nevada,F,High School or Below,2472318.0,44685,69,1/0/00,Personal Auto,Four-Door Car,331
1038,1038,1038,NH16984,California,F,Bachelor,283806.0,0,80,1/0/00,Personal Auto,Four-Door Car,336
1039,1039,1039,OS75493,California,F,High School or Below,384848.0,42589,98,1/0/00,Corporate Auto,Four-Door Car,470
1040,1040,1040,VT63298,Oregon,M,Bachelor,1950447.0,0,72,1/0/00,Personal Auto,Four-Door Car,345
1041,1041,1041,QS75550,Washington,F,Bachelor,248004.0,93383,62,1/0/00,Corporate Auto,Two-Door Car,244
1042,1042,1042,SZ16483,Arizona,F,High School or Below,436137.0,79583,109,1/2/00,Personal Auto,Four-Door Car,523
1043,1043,1043,VM92311,Arizona,F,High School or Below,252907.0,89129,64,1/0/00,Personal Auto,Four-Door Car,328
1044,1044,1044,NJ46849,Arizona,M,College,250444.0,0,69,1/0/00,Personal Auto,Four-Door Car,496
1045,1045,1045,WZ31900,Oregon,F,Bachelor,864970.0,94389,107,1/0/00,Corporate Auto,SUV,85
1046,1046,1046,RG30482,Oregon,F,College,1366835.0,0,197,1/0/00,Personal Auto,SUV,1418
1047,1047,1047,ZM86949,Oregon,F,High School or Below,2063508.0,84106,64,1/0/00,Personal Auto,Two-Door Car,334
1048,1048,1048,QQ39596,Arizona,F,College,251753.0,0,69,1/0/00,Personal Auto,Four-Door Car,42
1049,1049,1049,FH51383,California,F,High School or Below,532667.0,76717,66,1/0/00,Personal Auto,Two-Door Car,300
1050,1050,1050,BJ53923,Arizona,M,High School or Below,260027.0,51978,66,1/0/00,Corporate Auto,Four-Door Car,144
1051,1051,1051,CZ96653,Oregon,F,Bachelor,853479.0,47325,107,1/0/00,Personal Auto,SUV,64
1052,1052,1052,FB23788,Oregon,M,High School or Below,882883.0,86721,111,1/0/00,Corporate Auto,SUV,532
1053,1053,1053,NT43594,Nevada,F,Bachelor,224844.0,24910,63,1/1/00,Personal Auto,Four-Door Car,347
1054,1054,1054,RJ85627,Washington,F,Bachelor,1230276.0,43817,62,1/1/00,Personal Auto,Four-Door Car,245
1055,1055,1055,KJ86296,Oregon,M,High School or Below,455659.0,0,73,1/2/00,Personal Auto,Four-Door Car,525
1056,1056,1056,PI47776,Oregon,F,Bachelor,253070.0,89451,63,1/0/00,Corporate Auto,Four-Door Car,61
1057,1057,1057,MD73554,California,M,College,525198.0,59537,66,1/0/00,Personal Auto,Two-Door Car,316
1058,1058,1058,UX92071,Oregon,M,High School or Below,674311.0,0,199,1/0/00,Personal Auto,Luxury,955
1059,1059,1059,YG44474,Oregon,M,College,1401472.0,54193,117,1/0/00,Corporate Auto,SUV,720
1060,1060,1060,UH45301,Oregon,M,College,943891.0,86946,118,1/0/00,Personal Auto,Four-Door Car,340
1061,1061,1061,RY92647,California,F,Bachelor,1050677.0,0,92,1/0/00,Personal Auto,Four-Door Car,546
1062,1062,1062,IK12620,Arizona,F,High School or Below,421391.0,12160,109,1/0/00,Personal Auto,Four-Door Car,489
1063,1063,1063,GQ66762,California,M,College,477368.0,33701,63,1/0/00,Personal Auto,Four-Door Car,171
1064,1064,1064,YT69858,Washington,F,Bachelor,544142.0,85702,67,1/0/00,Personal Auto,Two-Door Car,249
1065,1065,1065,XD85577,California,M,Bachelor,284226.0,69417,73,1/1/00,Personal Auto,Four-Door Car,30
1066,1066,1066,TM65736,Oregon,M,Master,305955.0,38644,78,1/1/00,Personal Auto,Four-Door Car,361
1067,1067,1067,VJ51327,California,F,High School or Below,2031499.0,63209,102,1/2/00,Personal Auto,SUV,207
1068,1068,1068,GS98873,Arizona,F,Bachelor,323912.0,16061,88,1/0/00,Personal Auto,Four-Door Car,633
1069,1069,1069,CW49887,California,F,Master,462680.0,79487,114,1/0/00,Special Auto,SUV,547
1070,1070,1070,MY31220,California,F,College,899704.0,54230,112,1/0/00,Personal Auto,Two-Door Car,537
